loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,income_to_loan_ratio,total_assets,loan_status_encoded,cibil_range,loan_to_income_ratio,lti_range,loan_status_numeric,education_numeric,self_employed_numeric
155,3,Not Graduate,No,9400000,35000000,16,548,18200000,4400000,36100000,4800000,Rejected,0.2685714285714285,63500000,0,Poor (0-600),3.723404255319149,Low (2-4x),0,0,0
156,5,Not Graduate,No,5000000,11200000,8,701,9100000,500000,14000000,4600000,Approved,0.4464285714285714,28200000,1,Good (700-750),2.24,Low (2-4x),1,0,0
157,2,Graduate,No,3000000,7700000,12,890,4700000,4300000,8400000,2100000,Approved,0.3896103896103896,19500000,1,Excellent (800+),2.566666666666667,Low (2-4x),1,1,0
158,5,Not Graduate,Yes,9900000,33300000,6,364,5300000,18700000,27800000,8300000,Rejected,0.2972972972972973,60100000,0,Poor (0-600),3.3636363636363638,Low (2-4x),0,0,1
159,5,Graduate,Yes,700000,1300000,20,704,1600000,0,2200000,600000,Approved,0.5384615384615384,4400000,1,Good (700-750),1.8571428571428572,Very Low (0-2x),1,1,1
160,3,Graduate,Yes,4000000,10600000,10,318,1500000,5100000,8000000,4900000,Rejected,0.3773584905660377,19500000,0,Poor (0-600),2.65,Low (2-4x),0,1,1
161,5,Not Graduate,No,3100000,9600000,2,761,5800000,1800000,10400000,4200000,Approved,0.3229166666666667,22200000,1,Very Good (750-800),3.096774193548387,Low (2-4x),1,0,0
162,4,Not Graduate,No,4500000,15100000,6,693,3700000,1500000,17800000,6000000,Approved,0.2980132450331126,29000000,1,Fair (600-700),3.3555555555555556,Low (2-4x),1,0,0
163,3,Not Graduate,No,9700000,20600000,16,524,24200000,11100000,27400000,6100000,Rejected,0.470873786407767,68800000,0,Poor (0-600),2.1237113402061856,Low (2-4x),0,0,0
164,2,Not Graduate,Yes,2000000,5300000,10,681,4900000,1400000,4300000,2900000,Approved,0.3773584905660377,13500000,1,Fair (600-700),2.65,Low (2-4x),1,0,1
165,2,Graduate,Yes,8100000,22300000,18,737,22300000,12600000,27000000,7300000,Approved,0.3632286995515695,69200000,1,Good (700-750),2.753086419753086,Low (2-4x),1,1,1
166,0,Not Graduate,No,5700000,15900000,16,638,100000,9500000,16300000,4500000,Approved,0.3584905660377358,30400000,1,Fair (600-700),2.789473684210526,Low (2-4x),1,0,0
167,4,Not Graduate,No,5800000,12800000,2,656,500000,5000000,16000000,2800000,Approved,0.453125,24300000,1,Fair (600-700),2.206896551724138,Low (2-4x),1,0,0
168,1,Graduate,No,1800000,6500000,6,540,2500000,3200000,5000000,1100000,Rejected,0.2769230769230769,11800000,0,Poor (0-600),3.611111111111111,Low (2-4x),0,1,0
169,4,Not Graduate,Yes,9100000,35200000,6,341,1000000,300000,23100000,8200000,Rejected,0.2585227272727273,32600000,0,Poor (0-600),3.868131868131868,Low (2-4x),0,0,1
170,0,Not Graduate,Yes,4800000,17500000,2,371,11700000,6800000,18700000,3500000,Approved,0.2742857142857143,40700000,1,Poor (0-600),3.6458333333333335,Low (2-4x),1,0,1
171,3,Not Graduate,Yes,3800000,10500000,12,886,4000000,500000,14900000,2300000,Approved,0.3619047619047619,21700000,1,Excellent (800+),2.763157894736842,Low (2-4x),1,0,1
172,0,Not Graduate,No,1900000,4100000,18,801,400000,800000,4800000,1200000,Approved,0.4634146341463415,7200000,1,Excellent (800+),2.1578947368421053,Low (2-4x),1,0,0
173,3,Not Graduate,Yes,3600000,9500000,16,748,7700000,2400000,9700000,2600000,Approved,0.3789473684210526,22400000,1,Good (700-750),2.638888888888889,Low (2-4x),1,0,1
174,2,Not Graduate,Yes,7400000,28200000,8,376,21900000,5000000,17400000,5200000,Rejected,0.2624113475177305,49500000,0,Poor (0-600),3.810810810810811,Low (2-4x),0,0,1
175,4,Not Graduate,Yes,6600000,14300000,8,371,10800000,9500000,18500000,7400000,Rejected,0.4615384615384615,46200000,0,Poor (0-600),2.1666666666666665,Low (2-4x),0,0,1
176,2,Graduate,No,1800000,5300000,6,826,4500000,700000,6500000,1300000,Approved,0.3396226415094339,13000000,1,Excellent (800+),2.9444444444444446,Low (2-4x),1,1,0
177,4,Not Graduate,No,9200000,27200000,12,873,4500000,1800000,33800000,11400000,Approved,0.3382352941176471,51500000,1,Excellent (800+),2.9565217391304346,Low (2-4x),1,0,0
178,5,Not Graduate,Yes,2400000,8600000,8,309,500000,600000,5700000,2800000,Rejected,0.2790697674418604,9600000,0,Poor (0-600),3.5833333333333335,Low (2-4x),0,0,1
179,4,Not Graduate,No,5600000,13300000,20,869,3300000,7500000,20000000,6500000,Approved,0.4210526315789473,37300000,1,Excellent (800+),2.375,Low (2-4x),1,0,0
180,5,Graduate,No,3800000,13900000,12,534,4700000,2900000,8200000,2800000,Rejected,0.2733812949640288,18600000,0,Poor (0-600),3.6578947368421053,Low (2-4x),0,1,0
181,3,Not Graduate,Yes,4500000,17900000,6,787,9800000,3600000,14300000,4200000,Approved,0.2513966480446927,31900000,1,Very Good (750-800),3.977777777777778,Low (2-4x),1,0,1
182,0,Graduate,Yes,900000,2200000,16,566,100000,700000,2000000,600000,Approved,0.4090909090909091,3400000,1,Poor (0-600),2.4444444444444446,Low (2-4x),1,1,1
183,0,Not Graduate,No,2800000,9900000,8,742,4900000,1300000,6700000,1700000,Approved,0.2828282828282828,14600000,1,Good (700-750),3.5357142857142856,Low (2-4x),1,0,0
184,2,Not Graduate,No,7500000,23100000,4,824,12100000,10900000,26300000,9500000,Approved,0.3246753246753247,58800000,1,Excellent (800+),3.08,Low (2-4x),1,0,0
185,4,Graduate,No,1400000,3100000,14,575,3000000,2100000,4900000,1400000,Approved,0.4516129032258064,11400000,1,Poor (0-600),2.2142857142857144,Low (2-4x),1,1,0
186,2,Graduate,Yes,3800000,10900000,10,766,1900000,3900000,8600000,3000000,Approved,0.3486238532110092,17400000,1,Very Good (750-800),2.8684210526315788,Low (2-4x),1,1,1
187,1,Not Graduate,Yes,1700000,5000000,10,888,2900000,900000,4100000,2200000,Approved,0.34,10100000,1,Excellent (800+),2.9411764705882355,Low (2-4x),1,0,1
188,3,Graduate,Yes,9000000,30400000,6,638,16800000,11000000,26900000,9200000,Approved,0.2960526315789473,63900000,1,Fair (600-700),3.3777777777777778,Low (2-4x),1,1,1
189,5,Not Graduate,Yes,7300000,23300000,6,622,7100000,11600000,26400000,10500000,Approved,0.3133047210300429,55600000,1,Fair (600-700),3.191780821917808,Low (2-4x),1,0,1
190,1,Not Graduate,No,7400000,19800000,18,458,12600000,6200000,27700000,4000000,Rejected,0.3737373737373737,50500000,0,Poor (0-600),2.675675675675676,Low (2-4x),0,0,0
191,1,Not Graduate,No,9000000,28200000,16,327,1700000,2300000,24000000,11200000,Rejected,0.3191489361702128,39200000,0,Poor (0-600),3.1333333333333333,Low (2-4x),0,0,0
192,0,Not Graduate,No,3000000,6500000,2,612,8800000,3400000,6700000,1700000,Approved,0.4615384615384615,20600000,1,Fair (600-700),2.1666666666666665,Low (2-4x),1,0,0
193,1,Graduate,No,800000,2900000,8,682,2200000,1100000,2900000,700000,Approved,0.2758620689655172,6900000,1,Fair (600-700),3.625,Low (2-4x),1,1,0
194,2,Graduate,No,4800000,13200000,2,583,13700000,5800000,9500000,5200000,Approved,0.3636363636363636,34200000,1,Poor (0-600),2.75,Low (2-4x),1,1,0
195,5,Not Graduate,No,6400000,18300000,8,697,10000000,3600000,22500000,3600000,Approved,0.3497267759562841,39700000,1,Fair (600-700),2.859375,Low (2-4x),1,0,0
196,3,Graduate,No,9200000,27100000,12,306,5800000,11500000,28000000,9600000,Rejected,0.3394833948339483,54900000,0,Poor (0-600),2.9456521739130435,Low (2-4x),0,1,0
197,4,Not Graduate,Yes,400000,1500000,2,669,-100000,600000,900000,500000,Approved,0.2666666666666666,1900000,1,Fair (600-700),3.75,Low (2-4x),1,0,1
198,2,Not Graduate,No,2800000,6000000,18,816,6300000,4200000,8000000,3400000,Approved,0.4666666666666667,21900000,1,Excellent (800+),2.142857142857143,Low (2-4x),1,0,0
199,4,Not Graduate,Yes,8500000,28900000,20,455,15200000,5800000,22500000,9400000,Rejected,0.2941176470588235,52900000,0,Poor (0-600),3.4,Low (2-4x),0,0,1
200,3,Graduate,Yes,4700000,16400000,10,318,11400000,8100000,16200000,4300000,Rejected,0.2865853658536585,40000000,0,Poor (0-600),3.4893617021276597,Low (2-4x),0,1,1
201,4,Not Graduate,Yes,9800000,21200000,20,355,22000000,8900000,31800000,14400000,Rejected,0.4622641509433962,77100000,0,Poor (0-600),2.163265306122449,Low (2-4x),0,0,1
202,2,Not Graduate,Yes,3800000,8900000,16,389,200000,5600000,12200000,2200000,Rejected,0.4269662921348314,20200000,0,Poor (0-600),2.3421052631578947,Low (2-4x),0,0,1
203,2,Graduate,No,500000,1500000,2,888,1500000,300000,1500000,600000,Approved,0.3333333333333333,3900000,1,Excellent (800+),3.0,Low (2-4x),1,1,0
204,2,Graduate,Yes,6900000,15600000,6,352,13000000,5300000,22600000,10000000,Rejected,0.4423076923076923,50900000,0,Poor (0-600),2.260869565217391,Low (2-4x),0,1,1
205,4,Not Graduate,Yes,9600000,30100000,12,870,300000,6700000,38200000,5600000,Approved,0.3189368770764119,50800000,1,Excellent (800+),3.1354166666666665,Low (2-4x),1,0,1
206,3,Not Graduate,No,2900000,6500000,18,827,8300000,600000,10400000,3200000,Approved,0.4461538461538462,22500000,1,Excellent (800+),2.2413793103448274,Low (2-4x),1,0,0
207,2,Graduate,No,9800000,20900000,12,768,3400000,10200000,38600000,13400000,Approved,0.4688995215311005,65600000,1,Very Good (750-800),2.13265306122449,Low (2-4x),1,1,0
208,0,Graduate,No,7100000,15400000,18,707,10300000,10800000,19600000,5800000,Approved,0.461038961038961,46500000,1,Good (700-750),2.1690140845070425,Low (2-4x),1,1,0
209,1,Not Graduate,Yes,7700000,19100000,10,355,11300000,4900000,21900000,6600000,Rejected,0.4031413612565445,44700000,0,Poor (0-600),2.4805194805194803,Low (2-4x),0,0,1
210,3,Graduate,No,1400000,3300000,2,652,100000,2100000,3500000,1900000,Approved,0.4242424242424242,7600000,1,Fair (600-700),2.357142857142857,Low (2-4x),1,1,0
211,3,Graduate,No,7800000,15900000,2,665,14400000,900000,27200000,5400000,Approved,0.490566037735849,47900000,1,Fair (600-700),2.0384615384615383,Low (2-4x),1,1,0
212,5,Not Graduate,Yes,1700000,6000000,18,420,500000,1600000,3700000,2300000,Rejected,0.2833333333333333,8100000,0,Poor (0-600),3.5294117647058822,Low (2-4x),0,0,1
213,2,Not Graduate,No,8500000,32700000,18,471,12600000,9400000,33900000,12500000,Rejected,0.2599388379204893,68400000,0,Poor (0-600),3.847058823529412,Low (2-4x),0,0,0
214,5,Not Graduate,No,1900000,7500000,20,715,5100000,2800000,6500000,2800000,Approved,0.2533333333333333,17200000,1,Good (700-750),3.9473684210526314,Low (2-4x),1,0,0
215,2,Not Graduate,Yes,6700000,15200000,10,689,0,8200000,15000000,6800000,Approved,0.4407894736842105,30000000,1,Fair (600-700),2.2686567164179103,Low (2-4x),1,0,1
216,3,Graduate,Yes,6900000,16400000,4,787,11100000,6100000,26400000,3800000,Approved,0.4207317073170731,47400000,1,Very Good (750-800),2.3768115942028984,Low (2-4x),1,1,1
217,2,Graduate,No,2600000,7800000,4,819,3100000,4300000,5700000,1500000,Approved,0.3333333333333333,14600000,1,Excellent (800+),3.0,Low (2-4x),1,1,0
218,4,Graduate,Yes,9600000,21100000,6,809,16100000,9500000,34700000,8700000,Approved,0.4549763033175355,69000000,1,Excellent (800+),2.1979166666666665,Low (2-4x),1,1,1
219,1,Not Graduate,Yes,6800000,17000000,2,744,15500000,3900000,23700000,3500000,Approved,0.4,46600000,1,Good (700-750),2.5,Low (2-4x),1,0,1
220,0,Not Graduate,No,3200000,11300000,6,484,3500000,5500000,8500000,2100000,Rejected,0.2831858407079646,19600000,0,Poor (0-600),3.53125,Low (2-4x),0,0,0
221,4,Not Graduate,No,2900000,10400000,6,673,5100000,1700000,10600000,1700000,Approved,0.2788461538461538,19100000,1,Fair (600-700),3.586206896551724,Low (2-4x),1,0,0
222,3,Graduate,Yes,7900000,21200000,18,695,13800000,10600000,21800000,4900000,Approved,0.3726415094339622,51100000,1,Fair (600-700),2.6835443037974684,Low (2-4x),1,1,1
223,4,Not Graduate,Yes,3900000,12400000,12,473,6400000,4700000,13100000,3800000,Rejected,0.314516129032258,28000000,0,Poor (0-600),3.1794871794871793,Low (2-4x),0,0,1
224,4,Graduate,Yes,4600000,11000000,2,491,9000000,4000000,16100000,3500000,Rejected,0.4181818181818181,32600000,0,Poor (0-600),2.391304347826087,Low (2-4x),0,1,1
225,3,Not Graduate,Yes,700000,1700000,8,733,1200000,800000,2400000,500000,Approved,0.4117647058823529,4900000,1,Good (700-750),2.4285714285714284,Low (2-4x),1,0,1
226,0,Not Graduate,No,5200000,15600000,20,434,14100000,5800000,18100000,5500000,Rejected,0.3333333333333333,43500000,0,Poor (0-600),3.0,Low (2-4x),0,0,0
227,3,Not Graduate,Yes,5900000,20600000,10,777,1900000,4600000,21200000,6400000,Approved,0.2864077669902912,34100000,1,Very Good (750-800),3.4915254237288136,Low (2-4x),1,0,1
228,4,Graduate,No,7200000,19100000,4,774,9400000,7000000,17900000,3600000,Approved,0.3769633507853403,37900000,1,Very Good (750-800),2.6527777777777777,Low (2-4x),1,1,0
229,1,Not Graduate,Yes,8700000,27000000,10,717,25500000,8600000,17500000,9100000,Approved,0.3222222222222222,60700000,1,Good (700-750),3.103448275862069,Low (2-4x),1,0,1
230,3,Not Graduate,Yes,1100000,3500000,12,503,3000000,400000,2200000,1200000,Rejected,0.3142857142857143,6800000,0,Poor (0-600),3.1818181818181817,Low (2-4x),0,0,1
231,1,Graduate,Yes,4000000,10900000,14,598,3600000,6600000,13600000,4400000,Approved,0.3669724770642202,28200000,1,Poor (0-600),2.725,Low (2-4x),1,1,1
232,2,Graduate,No,9800000,32400000,2,543,24200000,17500000,25700000,7700000,Approved,0.3024691358024691,75100000,1,Poor (0-600),3.306122448979592,Low (2-4x),1,1,0
233,0,Not Graduate,Yes,2700000,6800000,20,796,700000,4200000,7000000,1900000,Approved,0.3970588235294117,13800000,1,Very Good (750-800),2.5185185185185186,Low (2-4x),1,0,1
234,3,Not Graduate,Yes,8800000,34600000,8,386,14800000,16500000,18400000,6000000,Rejected,0.2543352601156069,55700000,0,Poor (0-600),3.9318181818181817,Low (2-4x),0,0,1
235,5,Not Graduate,Yes,3300000,7800000,16,632,8500000,500000,7100000,4900000,Approved,0.4230769230769231,21000000,1,Fair (600-700),2.3636363636363638,Low (2-4x),1,0,1
236,1,Graduate,Yes,6900000,23400000,4,481,18700000,1100000,23400000,10200000,Approved,0.2948717948717949,53400000,1,Poor (0-600),3.391304347826087,Low (2-4x),1,1,1
237,3,Graduate,Yes,900000,3500000,4,770,700000,0,2000000,600000,Rejected,0.2571428571428571,3300000,0,Very Good (750-800),3.888888888888889,Low (2-4x),0,1,1
238,3,Graduate,Yes,4100000,15500000,6,667,2800000,1600000,14700000,4000000,Approved,0.2645161290322581,23100000,1,Fair (600-700),3.7804878048780486,Low (2-4x),1,1,1
239,3,Not Graduate,Yes,4700000,17500000,8,585,1200000,3100000,9600000,4900000,Approved,0.2685714285714285,18800000,1,Poor (0-600),3.723404255319149,Low (2-4x),1,0,1
240,5,Graduate,Yes,3400000,11600000,16,479,9200000,5700000,11200000,2400000,Rejected,0.293103448275862,28500000,0,Poor (0-600),3.411764705882353,Low (2-4x),0,1,1
241,2,Graduate,No,9600000,22500000,18,851,7400000,16200000,24300000,12700000,Approved,0.4266666666666667,60600000,1,Excellent (800+),2.34375,Low (2-4x),1,1,0
242,3,Not Graduate,Yes,7000000,16200000,6,378,20000000,12600000,20300000,5500000,Rejected,0.4320987654320987,58400000,0,Poor (0-600),2.3142857142857145,Low (2-4x),0,0,1
243,5,Graduate,No,5700000,12900000,18,807,4100000,900000,18600000,5500000,Approved,0.4418604651162791,29100000,1,Excellent (800+),2.263157894736842,Low (2-4x),1,1,0
244,1,Not Graduate,Yes,8200000,32400000,18,831,22800000,12300000,17700000,7800000,Approved,0.2530864197530864,60600000,1,Excellent (800+),3.951219512195122,Low (2-4x),1,0,1
245,2,Not Graduate,No,2100000,5100000,12,674,2200000,3200000,6400000,2400000,Approved,0.4117647058823529,14200000,1,Fair (600-700),2.4285714285714284,Low (2-4x),1,0,0
246,1,Not Graduate,Yes,8000000,28100000,18,725,1900000,12800000,23000000,7500000,Approved,0.2846975088967972,45200000,1,Good (700-750),3.5125,Low (2-4x),1,0,1
247,2,Not Graduate,No,8000000,29300000,4,600,16500000,13200000,29400000,6500000,Approved,0.273037542662116,65600000,1,Poor (0-600),3.6625,Low (2-4x),1,0,0
248,0,Not Graduate,Yes,9400000,27000000,10,536,4400000,1700000,33800000,4800000,Rejected,0.3481481481481481,44700000,0,Poor (0-600),2.872340425531915,Low (2-4x),0,0,1
249,0,Graduate,No,8400000,20600000,10,477,1500000,1500000,25000000,11900000,Rejected,0.4077669902912621,39900000,0,Poor (0-600),2.4523809523809526,Low (2-4x),0,1,0
250,1,Not Graduate,Yes,1900000,5000000,6,560,1000000,1900000,6300000,1400000,Approved,0.38,10600000,1,Poor (0-600),2.6315789473684212,Low (2-4x),1,0,1
251,0,Not Graduate,Yes,4200000,16400000,20,539,9500000,2100000,11400000,3100000,Rejected,0.2560975609756097,26100000,0,Poor (0-600),3.9047619047619047,Low (2-4x),0,0,1
252,5,Graduate,No,2600000,9100000,8,852,3700000,700000,10300000,3300000,Approved,0.2857142857142857,18000000,1,Excellent (800+),3.5,Low (2-4x),1,1,0
253,3,Not Graduate,No,3700000,8500000,20,853,8300000,5700000,7500000,4900000,Approved,0.4352941176470588,26400000,1,Excellent (800+),2.2972972972972974,Low (2-4x),1,0,0
254,0,Graduate,No,8800000,30900000,12,729,1700000,700000,25700000,11400000,Approved,0.284789644012945,39500000,1,Good (700-750),3.5113636363636362,Low (2-4x),1,1,0
255,2,Not Graduate,No,2100000,4700000,2,546,6000000,3200000,5700000,1500000,Rejected,0.4468085106382978,16400000,0,Poor (0-600),2.238095238095238,Low (2-4x),0,0,0
256,3,Graduate,Yes,900000,2400000,10,489,800000,0,2800000,500000,Rejected,0.375,4100000,0,Poor (0-600),2.6666666666666665,Low (2-4x),0,1,1
257,3,Graduate,Yes,9800000,35400000,6,869,14400000,16400000,22800000,10300000,Approved,0.2768361581920904,63900000,1,Excellent (800+),3.6122448979591835,Low (2-4x),1,1,1
258,2,Not Graduate,No,8000000,20000000,2,502,4100000,2200000,31600000,9900000,Rejected,0.4,47800000,0,Poor (0-600),2.5,Low (2-4x),0,0,0
259,0,Graduate,No,9800000,38800000,8,652,23200000,19000000,29700000,5400000,Approved,0.2525773195876288,77300000,1,Fair (600-700),3.9591836734693877,Low (2-4x),1,1,0
260,0,Not Graduate,Yes,300000,1100000,8,789,400000,100000,800000,400000,Approved,0.2727272727272727,1700000,1,Very Good (750-800),3.6666666666666665,Low (2-4x),1,0,1
261,4,Not Graduate,No,2700000,8100000,4,325,5000000,800000,9900000,3400000,Approved,0.3333333333333333,19100000,1,Poor (0-600),3.0,Low (2-4x),1,0,0
262,3,Graduate,Yes,7400000,19600000,2,716,4100000,8900000,29100000,4200000,Approved,0.3775510204081632,46300000,1,Good (700-750),2.6486486486486487,Low (2-4x),1,1,1
263,3,Graduate,No,9200000,34300000,18,523,25600000,4000000,29100000,8800000,Rejected,0.2682215743440233,67500000,0,Poor (0-600),3.7282608695652173,Low (2-4x),0,1,0
264,5,Not Graduate,No,9500000,22200000,20,352,24500000,0,30800000,7000000,Rejected,0.4279279279279279,62300000,0,Poor (0-600),2.336842105263158,Low (2-4x),0,0,0
265,5,Graduate,Yes,3800000,14400000,2,345,3300000,800000,13000000,4700000,Approved,0.2638888888888889,21800000,1,Poor (0-600),3.789473684210526,Low (2-4x),1,1,1
266,0,Graduate,No,8300000,19400000,18,649,2500000,16100000,24300000,11300000,Approved,0.4278350515463917,54200000,1,Fair (600-700),2.3373493975903616,Low (2-4x),1,1,0
267,2,Graduate,Yes,2800000,7400000,18,666,100000,2300000,6300000,3400000,Approved,0.3783783783783784,12100000,1,Fair (600-700),2.642857142857143,Low (2-4x),1,1,1
268,0,Graduate,No,8600000,20900000,10,813,11300000,11900000,26000000,4800000,Approved,0.4114832535885167,54000000,1,Excellent (800+),2.4302325581395348,Low (2-4x),1,1,0
269,0,Not Graduate,No,5400000,16800000,10,599,5300000,7400000,14500000,7600000,Approved,0.3214285714285714,34800000,1,Poor (0-600),3.111111111111111,Low (2-4x),1,0,0
270,5,Graduate,Yes,4200000,9400000,6,678,4700000,5500000,9900000,5700000,Approved,0.4468085106382978,25800000,1,Fair (600-700),2.238095238095238,Low (2-4x),1,1,1
271,5,Not Graduate,No,5200000,12200000,20,513,13400000,2000000,16800000,5400000,Rejected,0.4262295081967213,37600000,0,Poor (0-600),2.3461538461538463,Low (2-4x),0,0,0
272,5,Graduate,No,9400000,27900000,4,870,1100000,200000,29500000,10400000,Approved,0.3369175627240143,41200000,1,Excellent (800+),2.9680851063829787,Low (2-4x),1,1,0
273,3,Graduate,No,8800000,20400000,8,483,3200000,11400000,28200000,11800000,Rejected,0.4313725490196078,54600000,0,Poor (0-600),2.3181818181818183,Low (2-4x),0,1,0
274,1,Graduate,Yes,5900000,16700000,16,308,5800000,8800000,19100000,5300000,Rejected,0.3532934131736527,39000000,0,Poor (0-600),2.830508474576271,Low (2-4x),0,1,1
275,3,Graduate,Yes,1700000,4900000,16,591,4700000,1000000,4300000,1400000,Approved,0.3469387755102041,11400000,1,Poor (0-600),2.8823529411764706,Low (2-4x),1,1,1
276,1,Not Graduate,No,7000000,23000000,10,886,14000000,3700000,26700000,3600000,Approved,0.3043478260869565,48000000,1,Excellent (800+),3.2857142857142856,Low (2-4x),1,0,0
